book,characterName,listFile,analysisFile
Frankenstein,caroline beaufort,Books/Frankenstein/character_8_list_cleaned.txt,
Frankenstein,peasants,Books/Frankenstein/character_10_list_cleaned.txt,
Frankenstein,henry clerval,Books/Frankenstein/character_5_list_cleaned.txt,
Frankenstein,justine moritz,Books/Frankenstein/character_7_list_cleaned.txt,
Frankenstein,robert walton,Books/Frankenstein/character_2_list_cleaned.txt,Books/Frankenstein/character_2_analysis_cleaned.txt
Frankenstein,mr. kirwin,Books/Frankenstein/character_13_list_cleaned.txt,
Frankenstein,m. krempe,Books/Frankenstein/character_12_list_cleaned.txt,
Frankenstein,the monster,Books/Frankenstein/character_1_list_cleaned.txt,Books/Frankenstein/character_1_analysis_cleaned.txt
Frankenstein,william frankenstein,Books/Frankenstein/character_6_list_cleaned.txt,
Frankenstein,victor frankenstein,Books/Frankenstein/character_0_list_cleaned.txt,Books/Frankenstein/character_0_analysis_cleaned.txt
Frankenstein,m. waldman,Books/Frankenstein/character_11_list_cleaned.txt,
Frankenstein,alphonse frankenstein,Books/Frankenstein/character_3_list_cleaned.txt,
Frankenstein,elizabeth lavenza,Books/Frankenstein/character_4_list_cleaned.txt,
Ghosts,mrs. helene alving,Books/Ghosts/character_0_list_cleaned.txt,
Ghosts,pastor manders,Books/Ghosts/character_1_list_cleaned.txt,
Ghosts,captain alving,Books/Ghosts/character_5_list_cleaned.txt,
Ghosts,regina engstrand,Books/Ghosts/character_3_list_cleaned.txt,
Ghosts,jakob engstrand,Books/Ghosts/character_4_list_cleaned.txt,
Ghosts,oswald alving,Books/Ghosts/character_2_list_cleaned.txt,
Ghosts,johanna,Books/Ghosts/character_6_list_cleaned.txt,
Giants_in_the_Earth,the minister,Books/Giants_in_the_Earth/character_12_list_cleaned.txt,
Giants_in_the_Earth,ole hansa,Books/Giants_in_the_Earth/character_2_list_cleaned.txt,
Giants_in_the_Earth,peder victorious,Books/Giants_in_the_Earth/character_5_list_cleaned.txt,
Giants_in_the_Earth,syvert tonseten,Books/Giants_in_the_Earth/character_9_list_cleaned.txt,
Giants_in_the_Earth,store-hans hansa,Books/Giants_in_the_Earth/character_3_list_cleaned.txt,
Giants_in_the_Earth,anna marie hansa,Books/Giants_in_the_Earth/character_4_list_cleaned.txt,
Giants_in_the_Earth,hans olsa,Books/Giants_in_the_Earth/character_6_list_cleaned.txt,
Giants_in_the_Earth,per hansa,Books/Giants_in_the_Earth/character_0_list_cleaned.txt,Books/Giants_in_the_Earth/character_0_analysis_cleaned.txt
Giants_in_the_Earth,henry and sam solum,Books/Giants_in_the_Earth/character_11_list_cleaned.txt,
Giants_in_the_Earth,kjersti,Books/Giants_in_the_Earth/character_10_list_cleaned.txt,
Giants_in_the_Earth,sorine olsa,Books/Giants_in_the_Earth/character_7_list_cleaned.txt,
Giants_in_the_Earth,sofie olsa,Books/Giants_in_the_Earth/character_8_list_cleaned.txt,
Giants_in_the_Earth,beret hansa,Books/Giants_in_the_Earth/character_1_list_cleaned.txt,Books/Giants_in_the_Earth/character_1_analysis_cleaned.txt
Giants_in_the_Earth,kari,Books/Giants_in_the_Earth/character_13_list_cleaned.txt,
Gilgamesh,scorpion-man,Books/Gilgamesh/character_11_list_cleaned.txt,
Gilgamesh,enlil,Books/Gilgamesh/character_14_list_cleaned.txt,
Gilgamesh,shamash,Books/Gilgamesh/character_19_list_cleaned.txt,
Gilgamesh,humbaba,Books/Gilgamesh/character_10_list_cleaned.txt,
Gilgamesh,tammuz,Books/Gilgamesh/character_13_list_cleaned.txt,
Gilgamesh,ea,Books/Gilgamesh/character_9_list_cleaned.txt,
Gilgamesh,shamhat,Books/Gilgamesh/character_2_list_cleaned.txt,
Gilgamesh,lugulbanda,Books/Gilgamesh/character_17_list_cleaned.txt,
Gilgamesh,utnapishtim,Books/Gilgamesh/character_3_list_cleaned.txt,Books/Gilgamesh/character_3_analysis_cleaned.txt
Gilgamesh,aruru,Books/Gilgamesh/character_8_list_cleaned.txt,
Gilgamesh,anu,Books/Gilgamesh/character_7_list_cleaned.txt,
Gilgamesh,ishtar,Books/Gilgamesh/character_16_list_cleaned.txt,
Gilgamesh,urshanabi,Books/Gilgamesh/character_5_list_cleaned.txt,
Gilgamesh,ninsun,Books/Gilgamesh/character_18_list_cleaned.txt,
Gilgamesh,enkidu,Books/Gilgamesh/character_1_list_cleaned.txt,Books/Gilgamesh/character_1_analysis_cleaned.txt
Gilgamesh,ereshkigal,Books/Gilgamesh/character_15_list_cleaned.txt,
Gilgamesh,siduri,Books/Gilgamesh/character_12_list_cleaned.txt,Books/Gilgamesh/character_12_analysis_cleaned.txt
Gilgamesh,gilgamesh,Books/Gilgamesh/character_0_list_cleaned.txt,Books/Gilgamesh/character_0_analysis_cleaned.txt
Gilgamesh,utnapishtim's wife,Books/Gilgamesh/character_4_list_cleaned.txt,
Gilgamesh,the hunter,Books/Gilgamesh/character_6_list_cleaned.txt,
Gone_with_the_Wind,aunt pittypat hamilton,Books/Gone_with_the_Wind/character_9_list_cleaned.txt,
Gone_with_the_Wind,pork,Books/Gone_with_the_Wind/character_15_list_cleaned.txt,
Gone_with_the_Wind,scarlett o'hara,Books/Gone_with_the_Wind/character_0_list_cleaned.txt,Books/Gone_with_the_Wind/character_0_analysis_cleaned.txt
Gone_with_the_Wind,carreen o'hara,Books/Gone_with_the_Wind/character_12_list_cleaned.txt,
Gone_with_the_Wind,india wilkes,Books/Gone_with_the_Wind/character_13_list_cleaned.txt,
Gone_with_the_Wind,bonnie blue butler,Books/Gone_with_the_Wind/character_10_list_cleaned.txt,
Gone_with_the_Wind,will benteen,Books/Gone_with_the_Wind/character_20_list_cleaned.txt,
Gone_with_the_Wind,belle watling,Books/Gone_with_the_Wind/character_19_list_cleaned.txt,
Gone_with_the_Wind,melanie hamilton wilkes,Books/Gone_with_the_Wind/character_3_list_cleaned.txt,
Gone_with_the_Wind,charles hamilton,Books/Gone_with_the_Wind/character_8_list_cleaned.txt,
Gone_with_the_Wind,prissy,Books/Gone_with_the_Wind/character_16_list_cleaned.txt,
Gone_with_the_Wind,emmie slattery,Books/Gone_with_the_Wind/character_17_list_cleaned.txt,
Gone_with_the_Wind,ashley wilkes,Books/Gone_with_the_Wind/character_2_list_cleaned.txt,Books/Gone_with_the_Wind/character_2_analysis_cleaned.txt
Gone_with_the_Wind,big sam,Books/Gone_with_the_Wind/character_14_list_cleaned.txt,
Gone_with_the_Wind,ella lorena kennedy,Books/Gone_with_the_Wind/character_22_list_cleaned.txt,
Gone_with_the_Wind,ellen o'hara,Books/Gone_with_the_Wind/character_5_list_cleaned.txt,
Gone_with_the_Wind,suellen o'hara,Books/Gone_with_the_Wind/character_11_list_cleaned.txt,
Gone_with_the_Wind,frank kennedy,Books/Gone_with_the_Wind/character_7_list_cleaned.txt,
Gone_with_the_Wind,jonas wilkerson,Books/Gone_with_the_Wind/character_18_list_cleaned.txt,
Gone_with_the_Wind,mammy,Books/Gone_with_the_Wind/character_6_list_cleaned.txt,
Gone_with_the_Wind,gerald o'hara,Books/Gone_with_the_Wind/character_4_list_cleaned.txt,
Gone_with_the_Wind,rhett butler,Books/Gone_with_the_Wind/character_1_list_cleaned.txt,Books/Gone_with_the_Wind/character_1_analysis_cleaned.txt
Gone_with_the_Wind,wade hampton hamilton,Books/Gone_with_the_Wind/character_21_list_cleaned.txt,
Gullivers_Travels,gulliver,Books/Gullivers_Travels/character_0_list_cleaned.txt,
Gullivers_Travels,the farmer,Books/Gullivers_Travels/character_2_list_cleaned.txt,
Gullivers_Travels,lord munodi,Books/Gullivers_Travels/character_6_list_cleaned.txt,Books/Gullivers_Travels/character_6_analysis_cleaned.txt
Gullivers_Travels,laputans,Books/Gullivers_Travels/character_13_list_cleaned.txt,
Gullivers_Travels,glumdalclitch,Books/Gullivers_Travels/character_3_list_cleaned.txt,
Gullivers_Travels,reldresal,Books/Gullivers_Travels/character_20_list_cleaned.txt,
Gullivers_Travels,richard sympson,Books/Gullivers_Travels/character_15_list_cleaned.txt,
Gullivers_Travels,yahoos,Books/Gullivers_Travels/character_7_list_cleaned.txt,
Gullivers_Travels,abraham pannell,Books/Gullivers_Travels/character_17_list_cleaned.txt,
Gullivers_Travels,james bates,Books/Gullivers_Travels/character_16_list_cleaned.txt,
Gullivers_Travels,skyresh bolgolam,Books/Gullivers_Travels/character_21_list_cleaned.txt,
Gullivers_Travels,houyhnhnms,Books/Gullivers_Travels/character_8_list_cleaned.txt,
Gullivers_Travels,tramecksan,Books/Gullivers_Travels/character_22_list_cleaned.txt,
Gullivers_Travels,the queen,Books/Gullivers_Travels/character_4_list_cleaned.txt,
Gullivers_Travels,the king,Books/Gullivers_Travels/character_5_list_cleaned.txt,
Gullivers_Travels,don pedro de mendez,Books/Gullivers_Travels/character_10_list_cleaned.txt,Books/Gullivers_Travels/character_10_analysis_cleaned.txt
Gullivers_Travels,flimnap,Books/Gullivers_Travels/character_19_list_cleaned.txt,
Gullivers_Travels,lilliputians and blefuscudians,Books/Gullivers_Travels/character_12_list_cleaned.txt,
Gullivers_Travels,william prichard,Books/Gullivers_Travels/character_18_list_cleaned.txt,
Gullivers_Travels,gulliver's houyhnhnm master,Books/Gullivers_Travels/character_9_list_cleaned.txt,
Gullivers_Travels,brobdingnagians,Books/Gullivers_Travels/character_11_list_cleaned.txt,
Gullivers_Travels,the emperor,Books/Gullivers_Travels/character_1_list_cleaned.txt,
Gullivers_Travels,mary burton gulliver,Books/Gullivers_Travels/character_14_list_cleaned.txt,Books/Gullivers_Travels/character_14_analysis_cleaned.txt
Gullivers_Travels,slamecksan,Books/Gullivers_Travels/character_23_list_cleaned.txt,
Hamlet,gertrude,Books/Hamlet/character_2_list_cleaned.txt,Books/Hamlet/character_2_list_cleaned.txt
Hamlet,claudius,Books/Hamlet/character_1_list_cleaned.txt,Books/Hamlet/character_1_list_cleaned.txt
Hamlet,laertes,Books/Hamlet/character_6_list_cleaned.txt,
Hamlet,ophelia,Books/Hamlet/character_5_list_cleaned.txt,
Hamlet,horatio,Books/Hamlet/character_4_list_cleaned.txt,
Hamlet,fortinbras,Books/Hamlet/character_7_list_cleaned.txt,
Hamlet,the ghost,Books/Hamlet/character_8_list_cleaned.txt,
Hamlet,reynaldo,Books/Hamlet/character_14_list_cleaned.txt,
Hamlet,hamlet,Books/Hamlet/character_0_list_cleaned.txt,Books/Hamlet/character_0_list_cleaned.txt
Hamlet,francisco,Books/Hamlet/character_13_list_cleaned.txt,
Hamlet,rosencrantz and guildenstern,Books/Hamlet/character_9_list_cleaned.txt,
Hamlet,osric,Books/Hamlet/character_10_list_cleaned.txt,
Hamlet,polonius,Books/Hamlet/character_3_list_cleaned.txt,
Hamlet,voltimand and cornelius,Books/Hamlet/character_11_list_cleaned.txt,
Hamlet,marcellus and bernardo,Books/Hamlet/character_12_list_cleaned.txt,
Hard_Times,cecelia jupe,Books/Hard_Times/character_4_list_cleaned.txt,
Hard_Times,mr. mcchoakumchild,Books/Hard_Times/character_11_list_cleaned.txt,
Hard_Times,louisa,Books/Hard_Times/character_1_list_cleaned.txt,
Hard_Times,jane gradgrind,Books/Hard_Times/character_15_list_cleaned.txt,
Hard_Times,mrs. sparsit,Books/Hard_Times/character_5_list_cleaned.txt,
Hard_Times,slackbridge,Books/Hard_Times/character_14_list_cleaned.txt,
Hard_Times,james harthouse,Books/Hard_Times/character_8_list_cleaned.txt,
Hard_Times,mrs. gradgrind,Books/Hard_Times/character_13_list_cleaned.txt,
Hard_Times,mr. sleary,Books/Hard_Times/character_9_list_cleaned.txt,
Hard_Times,"thomas gradgrind, jr",Books/Hard_Times/character_2_list_cleaned.txt,
Hard_Times,rachael,Books/Hard_Times/character_7_list_cleaned.txt,
Hard_Times,mrs. pegler,Books/Hard_Times/character_12_list_cleaned.txt,
Hard_Times,bitzer,Books/Hard_Times/character_10_list_cleaned.txt,
Hard_Times,josiah bounderby,Books/Hard_Times/character_3_list_cleaned.txt,Books/Hard_Times/character_3_analysis_cleaned.txt
Hard_Times,stephen blackpool,Books/Hard_Times/character_6_list_cleaned.txt,Books/Hard_Times/character_6_analysis_cleaned.txt
Hard_Times,thomas gradgrind,Books/Hard_Times/character_0_list_cleaned.txt,Books/Hard_Times/character_0_analysis_cleaned.txt
Heart_of_Darkness,kurtz,Books/Heart_of_Darkness/character_1_list_cleaned.txt,Books/Heart_of_Darkness/character_1_analysis_cleaned.txt
Heart_of_Darkness,kurtz's intended,Books/Heart_of_Darkness/character_10_list_cleaned.txt,
Heart_of_Darkness,cannibals,Books/Heart_of_Darkness/character_6_list_cleaned.txt,
Heart_of_Darkness,kurtz's african mistress,Books/Heart_of_Darkness/character_9_list_cleaned.txt,
Heart_of_Darkness,helmsman,Books/Heart_of_Darkness/character_8_list_cleaned.txt,
Heart_of_Darkness,marlow,Books/Heart_of_Darkness/character_0_list_cleaned.txt,Books/Heart_of_Darkness/character_0_analysis_cleaned.txt
Heart_of_Darkness,general manager,Books/Heart_of_Darkness/character_2_list_cleaned.txt,
Heart_of_Darkness,the men aboard the nellie,Books/Heart_of_Darkness/character_12_list_cleaned.txt,
Heart_of_Darkness,aunt,Books/Heart_of_Darkness/character_11_list_cleaned.txt,
Heart_of_Darkness,fresleven,Books/Heart_of_Darkness/character_13_list_cleaned.txt,
Heart_of_Darkness,russian trader,Books/Heart_of_Darkness/character_7_list_cleaned.txt,
Heart_of_Darkness,chief accountant,Books/Heart_of_Darkness/character_4_list_cleaned.txt,
Heart_of_Darkness,pilgrims,Books/Heart_of_Darkness/character_5_list_cleaned.txt,
Heart_of_Darkness,brickmaker,Books/Heart_of_Darkness/character_3_list_cleaned.txt,
Hedda_Gabler,aunt rina,Books/Hedda_Gabler/character_7_list_cleaned.txt,
Hedda_Gabler,mrs. elvsted,Books/Hedda_Gabler/character_5_list_cleaned.txt,
Hedda_Gabler,berte,Books/Hedda_Gabler/character_6_list_cleaned.txt,
Hedda_Gabler,hedda gabler,Books/Hedda_Gabler/character_0_list_cleaned.txt,
Hedda_Gabler,juliane tesman,Books/Hedda_Gabler/character_2_list_cleaned.txt,
Hedda_Gabler,ejlert lovborg,Books/Hedda_Gabler/character_4_list_cleaned.txt,
Hedda_Gabler,jurgen tesman,Books/Hedda_Gabler/character_1_list_cleaned.txt,
Hedda_Gabler,judge brack,Books/Hedda_Gabler/character_3_list_cleaned.txt,
Henry_IV_Part_1,"henry percy, earl of northumberland",Books/Henry_IV_Part_1/character_8_list_cleaned.txt,
Henry_IV_Part_1,king henry iv,Books/Henry_IV_Part_1/character_0_list_cleaned.txt,Books/Henry_IV_Part_1/character_0_list_cleaned.txt
Henry_IV_Part_1,mistress quickly,Books/Henry_IV_Part_1/character_16_list_cleaned.txt,
Henry_IV_Part_1,gadshill,Books/Henry_IV_Part_1/character_15_list_cleaned.txt,
Henry_IV_Part_1,"edmund mortimer, called the earl of march",Books/Henry_IV_Part_1/character_9_list_cleaned.txt,
Henry_IV_Part_1,the archbishop of york,Books/Henry_IV_Part_1/character_13_list_cleaned.txt,
Henry_IV_Part_1,"thomas percy, earl of worcester",Books/Henry_IV_Part_1/character_7_list_cleaned.txt,
Henry_IV_Part_1,prince harry,Books/Henry_IV_Part_1/character_1_list_cleaned.txt,Books/Henry_IV_Part_1/character_1_list_cleaned.txt
Henry_IV_Part_1,sir richard vernon,Books/Henry_IV_Part_1/character_12_list_cleaned.txt,
Henry_IV_Part_1,earl of westmoreland,Books/Henry_IV_Part_1/character_4_list_cleaned.txt,
Henry_IV_Part_1,"archibald, earl of douglas",Books/Henry_IV_Part_1/character_11_list_cleaned.txt,
Henry_IV_Part_1,"ned poins, bardolph, and peto",Books/Henry_IV_Part_1/character_14_list_cleaned.txt,
Henry_IV_Part_1,sir walter blunt,Books/Henry_IV_Part_1/character_6_list_cleaned.txt,
Henry_IV_Part_1,lord john of lancaster,Books/Henry_IV_Part_1/character_5_list_cleaned.txt,
Henry_IV_Part_1,hotspur,Books/Henry_IV_Part_1/character_2_list_cleaned.txt,
Henry_IV_Part_1,sir john falstaff,Books/Henry_IV_Part_1/character_3_list_cleaned.txt,Books/Henry_IV_Part_1/character_3_list_cleaned.txt
Henry_IV_Part_1,owain glynd^wr,Books/Henry_IV_Part_1/character_10_list_cleaned.txt,
Henry_IV_Part_2,king henry iv,Books/Henry_IV_Part_2/character_0_list_cleaned.txt,
Henry_IV_Part_2,owen glendower,Books/Henry_IV_Part_2/character_16_list_cleaned.txt,
Henry_IV_Part_2,"earl of warwick, earl of surrey, earl of westmoreland, gower, harcourt, sir john blunt",Books/Henry_IV_Part_2/character_4_list_cleaned.txt,
Henry_IV_Part_2,sir john falstaff,Books/Henry_IV_Part_2/character_5_list_cleaned.txt,
Henry_IV_Part_2,the lord chief justice,Books/Henry_IV_Part_2/character_3_list_cleaned.txt,
Henry_IV_Part_2,"mouldy, shadow, wart, feeble, and bullcalf",Books/Henry_IV_Part_2/character_9_list_cleaned.txt,
Henry_IV_Part_2,"henry percy, earl of northumberland",Books/Henry_IV_Part_2/character_12_list_cleaned.txt,
Henry_IV_Part_2,mowbray and hastings,Books/Henry_IV_Part_2/character_11_list_cleaned.txt,
Henry_IV_Part_2,doll tearsheet,Books/Henry_IV_Part_2/character_18_list_cleaned.txt,
Henry_IV_Part_2,lord bardolph,Books/Henry_IV_Part_2/character_15_list_cleaned.txt,
Henry_IV_Part_2,prince hal (later king henry v),Books/Henry_IV_Part_2/character_1_list_cleaned.txt,
Henry_IV_Part_2,fang and snare,Books/Henry_IV_Part_2/character_19_list_cleaned.txt,
Henry_IV_Part_2,"prince john, duke of lancaster; humphrey, duke of gloucester; and thomas, duke of clarence",Books/Henry_IV_Part_2/character_2_list_cleaned.txt,
Henry_IV_Part_2,ancient pistol,Books/Henry_IV_Part_2/character_8_list_cleaned.txt,
Henry_IV_Part_2,mistress quickly (the hostess),Books/Henry_IV_Part_2/character_17_list_cleaned.txt,
Henry_IV_Part_2,justice shallow and justice silence,Books/Henry_IV_Part_2/character_20_list_cleaned.txt,
Henry_IV_Part_2,davy,Books/Henry_IV_Part_2/character_21_list_cleaned.txt,
Henry_IV_Part_2,travers,Books/Henry_IV_Part_2/character_13_list_cleaned.txt,
Henry_IV_Part_2,archbishop of york,Books/Henry_IV_Part_2/character_10_list_cleaned.txt,
Henry_IV_Part_2,"poins, peto, bardolph",Books/Henry_IV_Part_2/character_7_list_cleaned.txt,
Henry_IV_Part_2,hotspur,Books/Henry_IV_Part_2/character_14_list_cleaned.txt,
Henry_IV_Part_2,page,Books/Henry_IV_Part_2/character_6_list_cleaned.txt,
Henry_V,catherine,Books/Henry_V/character_10_list_cleaned.txt,Books/Henry_V/character_10_list_cleaned.txt
Henry_V,alice,Books/Henry_V/character_22_list_cleaned.txt,
Henry_V,isabel,Books/Henry_V/character_8_list_cleaned.txt,
Henry_V,french noblemen and military leaders,Books/Henry_V/character_11_list_cleaned.txt,
Henry_V,the archbishop of canterbury and the bishop of ely,Books/Henry_V/character_4_list_cleaned.txt,
Henry_V,captain gower,Books/Henry_V/character_13_list_cleaned.txt,
Henry_V,sir john falstaff,Books/Henry_V/character_21_list_cleaned.txt,
Henry_V,"the dukes of exeter, westmorland, salisbury, and warwick",Books/Henry_V/character_2_list_cleaned.txt,
Henry_V,the dauphin,Books/Henry_V/character_9_list_cleaned.txt,
Henry_V,"captain fluellen, captain macmorris, and captain jamy",Books/Henry_V/character_14_list_cleaned.txt,
Henry_V,ancient pistol,Books/Henry_V/character_15_list_cleaned.txt,
Henry_V,nim,Books/Henry_V/character_17_list_cleaned.txt,
Henry_V,sir thomas erpingham,Books/Henry_V/character_12_list_cleaned.txt,
Henry_V,york and suffolk,Books/Henry_V/character_6_list_cleaned.txt,
Henry_V,the king of france charles vi.,Books/Henry_V/character_7_list_cleaned.txt,
Henry_V,montjoy,Books/Henry_V/character_23_list_cleaned.txt,
Henry_V,"cambridge, scrope, and grey three conspirators against king henry.",Books/Henry_V/character_5_list_cleaned.txt,
Henry_V,boy,Books/Henry_V/character_18_list_cleaned.txt,
Henry_V,"michael williams, john bates, and alexander court",Books/Henry_V/character_19_list_cleaned.txt,
Henry_V,hostess,Books/Henry_V/character_20_list_cleaned.txt,
Henry_V,bardolph,Books/Henry_V/character_16_list_cleaned.txt,
Henry_V,king henry v,Books/Henry_V/character_0_list_cleaned.txt,Books/Henry_V/character_0_list_cleaned.txt
Henry_V,chorus,Books/Henry_V/character_1_list_cleaned.txt,
Henry_V,"the dukes of clarence, bedford, and gloucester henry's three younger brothers.",Books/Henry_V/character_3_list_cleaned.txt,
Henry_V,monsieur le fer,Books/Henry_V/character_24_list_cleaned.txt,
Henry_VI_Part_1,rene,Books/Henry_VI_Part_1/character_13_list_cleaned.txt,
Henry_VI_Part_1,king henry vi,Books/Henry_VI_Part_1/character_0_list_cleaned.txt,
Henry_VI_Part_1,charles,Books/Henry_VI_Part_1/character_1_list_cleaned.txt,
Henry_VI_Part_1,suffolk,Books/Henry_VI_Part_1/character_8_list_cleaned.txt,
Henry_VI_Part_1,talbot,Books/Henry_VI_Part_1/character_5_list_cleaned.txt,
Henry_VI_Part_1,glasdale,Books/Henry_VI_Part_1/character_19_list_cleaned.txt,
Henry_VI_Part_1,salisbury,Books/Henry_VI_Part_1/character_17_list_cleaned.txt,
Henry_VI_Part_1,woodville,Books/Henry_VI_Part_1/character_27_list_cleaned.txt,
Henry_VI_Part_1,countess of auvergne,Books/Henry_VI_Part_1/character_25_list_cleaned.txt,
Henry_VI_Part_1,joan,Books/Henry_VI_Part_1/character_6_list_cleaned.txt,
Henry_VI_Part_1,mayor,Books/Henry_VI_Part_1/character_28_list_cleaned.txt,
Henry_VI_Part_1,winchester,Books/Henry_VI_Part_1/character_3_list_cleaned.txt,
Henry_VI_Part_1,richard plantagenet,Books/Henry_VI_Part_1/character_4_list_cleaned.txt,
Henry_VI_Part_1,mortimer,Books/Henry_VI_Part_1/character_9_list_cleaned.txt,
Henry_VI_Part_1,burgundy,Books/Henry_VI_Part_1/character_10_list_cleaned.txt,
Henry_VI_Part_1,master gunner,Books/Henry_VI_Part_1/character_29_list_cleaned.txt,
Henry_VI_Part_1,bastard of orleans,Books/Henry_VI_Part_1/character_14_list_cleaned.txt,
Henry_VI_Part_1,warwick,Books/Henry_VI_Part_1/character_16_list_cleaned.txt,
Henry_VI_Part_1,somerset,Books/Henry_VI_Part_1/character_7_list_cleaned.txt,
Henry_VI_Part_1,john,Books/Henry_VI_Part_1/character_23_list_cleaned.txt,
Henry_VI_Part_1,basset,Books/Henry_VI_Part_1/character_21_list_cleaned.txt,
Henry_VI_Part_1,shepherd,Books/Henry_VI_Part_1/character_33_list_cleaned.txt,
Henry_VI_Part_1,boy,Books/Henry_VI_Part_1/character_30_list_cleaned.txt,
Henry_VI_Part_1,margaret,Books/Henry_VI_Part_1/character_24_list_cleaned.txt,
Henry_VI_Part_1,vernon,Books/Henry_VI_Part_1/character_20_list_cleaned.txt,
Henry_VI_Part_1,general,Books/Henry_VI_Part_1/character_32_list_cleaned.txt,
Henry_VI_Part_1,lucy,Books/Henry_VI_Part_1/character_22_list_cleaned.txt,
Henry_VI_Part_1,bedford,Books/Henry_VI_Part_1/character_11_list_cleaned.txt,
Henry_VI_Part_1,gargrave,Books/Henry_VI_Part_1/character_18_list_cleaned.txt,
Henry_VI_Part_1,alencon,Books/Henry_VI_Part_1/character_12_list_cleaned.txt,
Henry_VI_Part_1,governor,Books/Henry_VI_Part_1/character_31_list_cleaned.txt,
Henry_VI_Part_1,sir john fastolf,Books/Henry_VI_Part_1/character_26_list_cleaned.txt,
Henry_VI_Part_1,gloucester,Books/Henry_VI_Part_1/character_2_list_cleaned.txt,
Henry_VI_Part_1,exeter,Books/Henry_VI_Part_1/character_15_list_cleaned.txt,
Henry_VI_Part_2,rebels,Books/Henry_VI_Part_2/character_20_list_cleaned.txt,
Henry_VI_Part_2,suffolk,Books/Henry_VI_Part_2/character_6_list_cleaned.txt,
Henry_VI_Part_2,duchess,Books/Henry_VI_Part_2/character_10_list_cleaned.txt,
Henry_VI_Part_2,salisbury,Books/Henry_VI_Part_2/character_7_list_cleaned.txt,
Henry_VI_Part_2,captain,Books/Henry_VI_Part_2/character_18_list_cleaned.txt,
Henry_VI_Part_2,clifford,Books/Henry_VI_Part_2/character_26_list_cleaned.txt,
Henry_VI_Part_2,peter,Books/Henry_VI_Part_2/character_12_list_cleaned.txt,
Henry_VI_Part_2,richard,Books/Henry_VI_Part_2/character_29_list_cleaned.txt,
Henry_VI_Part_2,whitmore,Books/Henry_VI_Part_2/character_19_list_cleaned.txt,
Henry_VI_Part_2,bolingbroke,Books/Henry_VI_Part_2/character_15_list_cleaned.txt,
Henry_VI_Part_2,butcher,Books/Henry_VI_Part_2/character_21_list_cleaned.txt,
Henry_VI_Part_2,edward,Books/Henry_VI_Part_2/character_28_list_cleaned.txt,
Henry_VI_Part_2,sergeant,Books/Henry_VI_Part_2/character_25_list_cleaned.txt,
Henry_VI_Part_2,warwick,Books/Henry_VI_Part_2/character_8_list_cleaned.txt,
Henry_VI_Part_2,somerset,Books/Henry_VI_Part_2/character_2_list_cleaned.txt,
Henry_VI_Part_2,lord saye,Books/Henry_VI_Part_2/character_24_list_cleaned.txt,
Henry_VI_Part_2,hume,Books/Henry_VI_Part_2/character_11_list_cleaned.txt,
Henry_VI_Part_2,margaret,Books/Henry_VI_Part_2/character_9_list_cleaned.txt,
Henry_VI_Part_2,witch,Books/Henry_VI_Part_2/character_14_list_cleaned.txt,
Henry_VI_Part_2,york,Books/Henry_VI_Part_2/character_5_list_cleaned.txt,
Henry_VI_Part_2,jack cade,Books/Henry_VI_Part_2/character_17_list_cleaned.txt,
Henry_VI_Part_2,simpcox,Books/Henry_VI_Part_2/character_16_list_cleaned.txt,
Henry_VI_Part_2,alexander iden,Books/Henry_VI_Part_2/character_27_list_cleaned.txt,
Henry_VI_Part_2,beaufort,Books/Henry_VI_Part_2/character_4_list_cleaned.txt,
Henry_VI_Part_2,stafford,Books/Henry_VI_Part_2/character_23_list_cleaned.txt,
Henry_VI_Part_2,buckingham,Books/Henry_VI_Part_2/character_3_list_cleaned.txt,
Henry_VI_Part_2,henry,Books/Henry_VI_Part_2/character_0_list_cleaned.txt,
Henry_VI_Part_2,horner,Books/Henry_VI_Part_2/character_13_list_cleaned.txt,
Henry_VI_Part_2,weaver,Books/Henry_VI_Part_2/character_22_list_cleaned.txt,
Henry_VI_Part_2,gloucester,Books/Henry_VI_Part_2/character_1_list_cleaned.txt,
Henry_VI_Part_3,rivers,Books/Henry_VI_Part_3/character_20_list_cleaned.txt,
Henry_VI_Part_3,george,Books/Henry_VI_Part_3/character_3_list_cleaned.txt,
Henry_VI_Part_3,clifford,Books/Henry_VI_Part_3/character_9_list_cleaned.txt,
Henry_VI_Part_3,prince edward,Books/Henry_VI_Part_3/character_7_list_cleaned.txt,
Henry_VI_Part_3,richard,Books/Henry_VI_Part_3/character_4_list_cleaned.txt,
Henry_VI_Part_3,montgomery,Books/Henry_VI_Part_3/character_22_list_cleaned.txt,
Henry_VI_Part_3,richmond,Books/Henry_VI_Part_3/character_23_list_cleaned.txt,
Henry_VI_Part_3,edward,Books/Henry_VI_Part_3/character_2_list_cleaned.txt,
Henry_VI_Part_3,lady gray,Books/Henry_VI_Part_3/character_17_list_cleaned.txt,
Henry_VI_Part_3,warwick,Books/Henry_VI_Part_3/character_5_list_cleaned.txt,
Henry_VI_Part_3,somerset,Books/Henry_VI_Part_3/character_14_list_cleaned.txt,
Henry_VI_Part_3,lady bona,Books/Henry_VI_Part_3/character_16_list_cleaned.txt,
Henry_VI_Part_3,montague,Books/Henry_VI_Part_3/character_10_list_cleaned.txt,
